"token","staff_token","t1","t2","t3","dsq1_qbtitle","dsq1_qbid","dsq1_qbresp","dsq2_qbtitle","dsq2_qbid","dsq2_qbresp","dsq3_qbtitle","dsq3_qbid","dsq3_qbresp","t5c","t6c","t7","t7_comments_qpresp","t4","q21_average_question_score_average_question_score","mod_subjectid","mod_class_id","mod_class_name","mod_transformed","mod_term","mod_evaluation_start_date","mod_evaluation_end_date","mod_ay","mod_sem","mod_rptterm","mod_module_code","mod_activity_code","mod_activity_type","mod_class_no","mod_activity_code_report","mod_rpt_activity_type","mod_module_name","mod_crseid","mod_faculty_code","mod_faculty","mod_dept_code","mod_department","mod_evaluate_class_option","mod_year_long_module","mod_level","mod_rptfaccd","mod_rptfacdesc","mod_dept_average_by_activity","mod_rptdeptavgactivitydesc","mod_dept_average_by_activity_and_level","mod_rptdeptavgactivitylvldesc","mod_faculty_average_by_activity","mod_rptfacavgactivitydesc","mod_faculty_average_by_activity_and_level","mod_rptfacavgactivitylvldesc","mod_isismoddeptcd","mod_isismodfaccd","mod_merge_classid","mod_common_name","mod_is_prime"
"32892_1501","34614_59","3","4","5","","","","","","","","","","Good text 8","Bad text 1","1","Awesome text 2","","","","SSA2204","Fundamentals of Biochemistry","","1520","","","15","2","1520","1116","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32892_1501","20726_32","4","1","5","","","","","","","","","","Good text 13","Bad text 1","0","Awesome text 1","","","","TE2101","Fundamentals of Project Management","","1520","","","15","2","1520","1119","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32892_1501","23880_8","4","4","3","","","","","","","","","","Good text 12","Bad text 13","1","","","","","JS1101E","Software Engineering","","1520","","","15","2","1520","1039","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32912_809","30176_16","5","2","2","","","","","","","","","","","Bad text 7","1","Awesome text 8","","","","EE2024","Reason and Persuasion","","820","","","8","2","820","3105","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32912_809","87987_26","3","2","3","","","","","","","","","","Good text 1","Bad text 12","1","Awesome text 12","","","","MA1505","Quantitative Reasoning","","820","","","8","2","820","1284","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32912_809","6860_65","3","4","4","","","","","","","","","","Good text 4","Bad text 1","0","Awesome text 5","","","","GEM2900","General and Physical Chemistry for Engineers","","820","","","8","2","820","1543","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32912_809","20031_20","4","4","5","","","","","","","","","","Good text 7","Bad text 4","1","Awesome text 9","","","","BSP1004","Probability","","820","","","8","2","820","1085","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32912_809","19222_56","4","1","3","","","","","","","","","","Good text 2","Bad text 4","1","","","","","JS1101E","Software Engineering","","820","","","8","2","820","1683","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32912_809","50399_65","2","2","2","","","","","","","","","","Good text 6","Bad text 1","1","Awesome text 8","","","","MA1104","Numerical Analysis I","","820","","","8","2","820","1002","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32912_809","32994_1","4","5","2","","","","","","","","","","Good text 10","Bad text 13","1","Awesome text 8","","","","GEK1006","Pro Bono Service","","820","","","8","2","820","1049","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32912_809","43734_33","2","1","2","","","","","","","","","","Good text 6","Bad text 4","0","Awesome text 6","","","","GEK1007","Culture Industries","","820","","","8","2","820","8475","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32916_1279","12382_17","5","3","3","","","","","","","","","","Good text 1","Bad text 1","1","","","","","NCC1000","Metabolism and Regulation","","910","","","9","1","910","1023","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32916_1279","91042_85","4","5","4","","","","","","","","","","Good text 6","Bad text 8","1","Awesome text 12","","","","GEK1520","Understand'g Uncertainty & Stats Think'g","","910","","","9","1","910","1187","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32916_1279","60970_42","2","5","1","","","","","","","","","","Good text 7","Bad text 3","0","","","","","CS2010","Abnormal Psychology","","910","","","9","1","910","1476","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32916_1279","39907_75","3","5","4","","","","","","","","","","Good text 5","","0","Awesome text 5","","","","MA1506","Mathematics II","","910","","","9","1","910","1011","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32916_1279","85509_100","5","5","2","","","","","","","","","","Good text 8","Bad text 6","0","Awesome text 13","","","","PL3233","Fundamentals Of Mechanical Design","","910","","","9","1","910","1038","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32916_1279","14031_76","1","4","4","","","","","","","","","","Good text 5","Bad text 7","0","","","","","LSM3211","Introductory Mathematics","","910","","","9","1","910","1102","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32916_1279","21807_87","5","5","2","","","","","","","","","","Good text 4","Bad text 10","1","Awesome text 6","","","","FAS1102","Introduction to Computing","","910","","","9","1","910","1697","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3293_266","16053_38","4","4","4","","","","","","","","","","Good text 8","Bad text 4","1","Awesome text 11","","","","EC3304","Biological Psychology","","1610","","","16","1","1610","1163","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3293_266","5933_22","2","1","2","","","","","","","","","","Good text 11","Bad text 1","1","Awesome text 12","","","","EE2012","Mathematical Analysis I","","1610","","","16","1","1610","2288","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3293_266","83289_53","5","5","3","","","","","","","","","","Good text 6","Bad text 4","1","","","","","EG5911","Electrical Energy Systems","","1610","","","16","1","1610","1337","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3293_266","24131_91","2","4","4","","","","","","","","","","Good text 12","Bad text 11","1","","","","","MA1505","Quantitative Reasoning","","1610","","","16","1","1610","1406","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3293_266","96968_22","2","5","1","","","","","","","","","","Good text 3","Bad text 6","0","","","","","FAS1102","Introduction to Computing","","1610","","","16","1","1610","1745","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3293_266","81257_29","5","2","4","","","","","","","","","","Good text 13","Bad text 1","1","","","","","LSM1101","Communications, New Media and Society","","1610","","","16","1","1610","1399","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3293_266","32995_16","4","2","5","","","","","","","","","","Good text 4","Bad text 2","0","Awesome text 3","","","","EG2401","Principles of Economics","","1610","","","16","1","1610","1035","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3293_266","67106_37","4","2","2","","","","","","","","","","Good text 5","Bad text 12","0","","","","","HR2002","HeadStart Module (A Career Development Programme)","","1610","","","16","1","1610","1228","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32938_1192","22869_27","5","2","5","","","","","","","","","","Good text 8","Bad text 2","0","","","","","GEK1508","Calculus for Computing","","1520","","","15","2","1520","1022","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32938_1192","70988_21","3","1","5","","","","","","","","","","Good text 12","","1","Awesome text 10","","","","GEK1521","Professional Communication","","1520","","","15","2","1520","1661","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32938_1192","34438_4","3","5","2","","","","","","","","","","Good text 12","Bad text 5","1","Awesome text 4","","","","EG2401","Principles of Economics","","1520","","","15","2","1520","15559","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32938_1192","15177_35","5","4","5","","","","","","","","","","Good text 10","Bad text 10","0","","","","","DSC1007","Process Modeling And Numerical Simulation","","1520","","","15","2","1520","1102","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32938_1192","8066_74","2","4","4","","","","","","","","","","","Bad text 7","1","","","","","MA4199","English For Academic Purposes (Science)","","1520","","","15","2","1520","1102","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32938_1192","12833_75","4","4","5","","","","","","","","","","Good text 9","Bad text 11","0","Awesome text 9","","","","SSA2204","Fundamentals of Biochemistry","","1520","","","15","2","1520","1180","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32938_1192","89244_28","3","5","1","","","","","","","","","","Good text 6","Bad text 7","0","","","","","AR2101","Pharmaceutical Microbiology","","1520","","","15","2","1520","1007","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32981_1244","20241_90","4","4","2","","","","","","","","","","Good text 4","Bad text 2","1","Awesome text 13","","","","DP1001","Mathematics I","","1810","","","18","1","1810","1050","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32981_1244","12194_47","4","2","2","","","","","","","","","","Good text 2","Bad text 12","1","Awesome text 2","","","","SC2213","Introduction to Systems Thinking","","1810","","","18","1","1810","1203","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32981_1244","14607_86","2","4","4","","","","","","","","","","Good text 7","Bad text 4","0","","","","","CN3132","Introduction to Programming with Matlab","","1810","","","18","1","1810","1021","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32981_1244","3395_43","3","4","2","","","","","","","","","","Good text 1","Bad text 6","1","Awesome text 12","","","","CS1010S","Law Of Contract","","1810","","","18","1","1810","1341","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32981_1244","47653_63","1","4","2","","","","","","","","","","Good text 3","Bad text 8","0","Awesome text 10","","","","CM1502","Living with Mathematics","","1810","","","18","1","1810","1666","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32981_1244","67321_97","3","5","4","","","","","","","","","","","Bad text 11","1","Awesome text 13","","","","ME3122","Sensors & Actuators","","1810","","","18","1","1810","1487","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32981_1244","3703_1","1","2","2","","","","","","","","","","Good text 12","Bad text 2","0","","","","","GER1000","Programming Methodology","","1810","","","18","1","1810","1080","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3300_679","57641_70","4","4","5","","","","","","","","","","Good text 13","Bad text 4","1","Awesome text 10","","","","NUR1117","South Asia in Singapore","","1010","","","10","1","1010","1031","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3300_679","29588_63","3","2","1","","","","","","","","","","Good text 4","Bad text 5","1","Awesome text 1","","","","HY1101E","Microeconomic Analysis II","","1010","","","10","1","1010","1604","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
