token,m1,m2,m3,m4c,m5c,mlo1_qbtitle,mlo1_qbid,mlo1_qbresp,mlo2_qbtitle,mlo2_qbid,mlo2_qbresp,mlo3_qbtitle,mlo3_qbid,mlo3_qbresp,mlo4_qbtitle,mlo4_qbid,mlo4_qbresp,mlo5_qbtitle,mlo5_qbid,mlo5_qbresp,mlo6_qbtitle,mlo6_qbid,mlo6_qbresp,mlo7_qbtitle,mlo7_qbid,mlo7_qbresp,mod_subjectid,mod_class_id,mod_class_name,mod_transformed,mod_term,mod_evaluation_start_date,mod_evaluation_end_date,mod_ay,mod_sem,mod_rptterm,mod_module_code,mod_activity_code,mod_activity_type,mod_class_no,mod_activity_code_report,mod_rpt_activity_type,mod_module_name,mod_crseid,mod_faculty_code,mod_faculty,mod_dept_code,mod_department,mod_evaluate_class_option,mod_year_long_module,mod_level,mod_rptfaccd,mod_rptfacdesc,mod_dept_average_by_activity,mod_rptdeptavgactivitydesc,mod_dept_average_by_activity_and_level,mod_rptdeptavgactivitylvldesc,mod_faculty_average_by_activity,mod_rptfacavgactivitydesc,mod_faculty_average_by_activity_and_level,mod_rptfacavgactivitylvldesc,mod_isismoddeptcd,mod_isismodfaccd,mod_merge_classid,mod_common_name
38875_209,1,4,3,Good text 5,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,CN3121,Industrial Practice,,920,,,9,2,920,1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38875_209,4,4,2,Good text 13,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,ME3102,Honours Thesis,,920,,,9,2,920,15557,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38875_209,4,2,5,Good text 10,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,PH1102E,"Legal Analysis, Research & Communication",,920,,,9,2,920,15554,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38875_209,5,3,5,Good text 1,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,BSP1005,Physics IIE,,920,,,9,2,920,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38875_209,1,5,2,Good text 11,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,LAJ2201,Managerial Accounting,,920,,,9,2,920,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38882_1384,2,1,5,Good text 3,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,EC3322,Chemical Engineering Process Laboratory I,,1020,,,10,2,1020,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38882_1384,5,4,3,Good text 11,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,NM3217,Infrastructure & The Environment,,1020,,,10,2,1020,6155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38882_1384,4,5,2,,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,LSM1301,Introduction to Psychology,,1020,,,10,2,1020,1696,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38882_1384,2,5,5,Good text 7,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,GEK1519,Multivariable Calculus,,1020,,,10,2,1020,1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38882_1384,1,5,4,Good text 9,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,PC1222,Macroeconomic Analysis II,,1020,,,10,2,1020,1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38882_1384,2,1,1,Good text 2,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,CFG1010,Engineering Professionalism,,1020,,,10,2,1020,12673,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38882_1384,2,2,3,Good text 8,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,DSC2008,Natural Heritage of Singapore,,1020,,,10,2,1020,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38901_1721,5,3,4,Good text 9,,,,,,,,,,,,,,,,,,,,,,,,NCC1001,Social Work: A Heart-Head-Hand Connection,,1110,,,11,1,1110,1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38901_1721,2,1,5,Good text 5,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,PY1105,Weather and Climate,,1110,,,11,1,1110,1152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38901_1721,2,2,1,Good text 5,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,PC1325,Social Thought & Social Theory,,1110,,,11,1,1110,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38901_1721,2,4,5,,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,MA1505,Quantitative Reasoning,,1110,,,11,1,1110,4321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38901_1721,4,2,2,Good text 9,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,CM1191,Property Management,,1110,,,11,1,1110,1451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38901_1721,3,4,3,Good text 8,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,CN1111,Physical Chemistry 1,,1110,,,11,1,1110,1811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38901_1721,1,1,5,Good text 11,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,LAB1201,Introduction to Japanese Studies,,1110,,,11,1,1110,1549,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38942_52,1,4,4,Good text 9,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,FAS1102,Introduction to Computing,,1640,,,16,4,1640,1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38942_52,1,3,5,Good text 5,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,MNO2009,Japanese 3,,1640,,,16,4,1640,1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38942_52,5,4,3,Good text 10,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,PL3239,Popular Culture in Singapore,,1640,,,16,4,1640,1393,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38942_52,4,5,2,Good text 6,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,MA1506,Mathematics II,,1640,,,16,4,1640,1147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38942_52,2,3,2,Good text 13,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,EG3611,Computer Applications in Civil Engineering,,1640,,,16,4,1640,1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38942_52,2,5,5,Good text 5,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,ACC1002X,Roots and Wings - Personal and Interpersonal Effectiveness 1.0,,1640,,,16,4,1640,1548,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38942_52,2,2,1,Good text 8,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,CE2407,Global Environmental Issues,,1640,,,16,4,1640,1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38942_52,2,5,5,Good text 4,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,CN2125,Microbiology,,1640,,,16,4,1640,2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3896_620,2,1,5,Good text 5,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,PL2131,Molecular Genetics,,1710,,,17,1,1710,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3896_620,3,2,5,Good text 1,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,MA1506,Mathematics II,,1710,,,17,1,1710,1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3896_620,2,3,3,Good text 5,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,PC1432,Japanese 1,,1710,,,17,1,1710,1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3896_620,2,1,3,Good text 4,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,EE2020,Business Analytics - Models & Decisions,,1710,,,17,1,1710,1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3896_620,3,5,4,Good text 6,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,EG2401,Principles of Economics,,1710,,,17,1,1710,1307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3896_620,3,1,4,,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,AY1130,Fundamental Techniques in Microbiology,,1710,,,17,1,1710,1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3896_620,5,5,3,Good text 7,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,PL3241,Consumer Behaviour,,1710,,,17,1,1710,1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3896_620,3,5,5,Good text 2,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,GEK1510,Physical Pharmacy,,1710,,,17,1,1710,1092,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38963_1653,3,1,4,Good text 10,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,MKT1003,Management And Organisation,,1120,,,11,2,1120,1788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38963_1653,5,5,1,Good text 6,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,EU1101E,Mechanical Systems Design I,,1120,,,11,2,1120,1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38963_1653,1,1,5,Good text 12,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,ST1131,Calculus,,1120,,,11,2,1120,2443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38963_1653,2,4,4,Good text 3,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,ME2121,Introduction to Computer Networks,,1120,,,11,2,1120,1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38963_1653,2,5,4,Good text 1,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,PC1221,Regression Analysis,,1120,,,11,2,1120,1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38963_1653,4,4,1,Good text 11,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,MKT1003X,Biochemistry of Biomolecules,,1120,,,11,2,1120,15559,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38963_1653,1,5,5,Good text 2,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,LSM3211,Introductory Mathematics,,1120,,,11,2,1120,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38966_1038,5,1,4,Good text 9,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,ME2134,Engineering Thermodynamics,,920,,,9,2,920,1044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38966_1038,3,4,1,Good text 12,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,EC3304,Biological Psychology,,920,,,9,2,920,2075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38966_1038,2,4,5,Good text 6,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,ACC1002X,Roots and Wings - Personal and Interpersonal Effectiveness 1.0,,920,,,9,2,920,1746,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38966_1038,3,5,2,Good text 9,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,CE6999,Real Estate Development,,920,,,9,2,920,1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38966_1038,1,1,1,Good text 6,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,MA1102R,Southeast Asia: A Changing Region,,920,,,9,2,920,1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38966_1038,2,2,5,Good text 1,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,PF2103,Global Economic Dimensions Of Singapore,,920,,,9,2,920,1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38966_1038,3,3,1,Good text 13,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,ES1102,"Life, the Universe, and Everything",,920,,,9,2,920,1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39053_292,5,1,5,Good text 10,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,NUR1110,Computational Thinking,,910,,,9,1,910,1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39053_292,4,1,3,Good text 9,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,PF1103,Industrial and Organisational Psychology,,910,,,9,1,910,1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39053_292,4,3,2,Good text 11,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,ST1232,Microeconomic Analysis I,,910,,,9,1,910,1305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39053_292,3,5,3,Good text 5,,,,,,,,,,,,,,,,,,,,,,,,CN4118R,Power Electronics,,910,,,9,1,910,1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39053_292,4,1,5,Good text 2,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,EE3331C,Thermodynamics and Statistical Mechanics,,910,,,9,1,910,1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39053_292,3,5,5,Good text 5,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,CS2106,Econometrics I,,910,,,9,1,910,1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39053_292,3,3,3,Good text 7,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,LC2006B,Japanese 5,,910,,,9,1,910,1081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39053_292,5,1,3,Good text 9,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,GEK1505,Introductory Materials Science And Engineering,,910,,,9,1,910,1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39071_1960,3,2,5,,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,IE2130E,Systems & Control,,1420,,,14,2,1420,1229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39071_1960,3,1,3,Good text 8,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,MA3220,Introduction to Information Security,,1420,,,14,2,1420,1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39071_1960,2,3,5,Good text 13,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,PF1102,Mathematical Analysis II,,1420,,,14,2,1420,1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39071_1960,5,4,5,Good text 9,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,CN3121,Industrial Practice,,1420,,,14,2,1420,2868,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39071_1960,2,5,2,Good text 5,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,CN3124,Analytical Methods in Electrical and Computer Engineering,,1420,,,14,2,1420,1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39071_1960,1,4,3,Good text 2,,,,,,,,,,,,,,,,,,,,,,,,GES1028,Introduction to Electricity & Magnetism,,1420,,,14,2,1420,15257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39071_1960,5,2,4,Good text 11,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,ME2135,Digital Fundamentals,,1420,,,14,2,1420,4852,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39107_1368,1,2,4,Good text 1,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,LSM3212,Engineering Electromagnetics,,1710,,,17,1,1710,1439,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39107_1368,4,5,4,Good text 3,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,PC1221,Regression Analysis,,1710,,,17,1,1710,1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39107_1368,3,4,1,Good text 2,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,EC2303,Science of Music,,1710,,,17,1,1710,1284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39107_1368,3,1,1,Good text 2,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,CS2100,The Evolution of a Global City-State,,1710,,,17,1,1710,1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39107_1368,1,3,3,Good text 7,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,CM2121,Analytical Chemistry 1,,1710,,,17,1,1710,1042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39107_1368,1,3,1,Good text 12,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,MA3220,Introduction to Information Security,,1710,,,17,1,1710,1440,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39107_1368,5,1,4,Good text 4,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,SC2101,Immunology,,1710,,,17,1,1710,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39137_1178,3,5,2,Good text 1,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,EG3602,Retelling Chinese Stories: Change and Continuity,,1640,,,16,4,1640,1869,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39137_1178,3,3,2,Good text 4,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,CN3421,Mathematical Statistics,,1640,,,16,4,1640,1698,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39137_1178,5,2,4,,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,PF1102,Mathematical Analysis II,,1640,,,16,4,1640,15556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39137_1178,2,1,1,Good text 3,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,MNO1001,Finance,,1640,,,16,4,1640,1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39137_1178,3,4,3,Good text 9,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,CN2122,Chemical Engineering Principles,,1640,,,16,4,1640,1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39137_1178,3,5,2,Good text 1,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,NM2201,Korean 1,,1640,,,16,4,1640,1699,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39137_1178,2,1,2,Good text 7,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,BSP1004,Probability,,1640,,,16,4,1640,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39146_911,4,1,2,Good text 2,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,EC3303,Bahasa Indonesia 1,,1420,,,14,2,1420,1620,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39146_911,4,2,4,Good text 7,,,,,,,,,,,,,,,,,,,,,,,,SSS1207,Physics in the Life Sciences,,1420,,,14,2,1420,1545,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39146_911,5,1,5,Good text 12,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,LAG2201,Accounting for Decision Makers,,1420,,,14,2,1420,1188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39146_911,4,3,1,Good text 1,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,PC1322,"South Asia : People, Culture, Develop'm",,1420,,,14,2,1420,1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39146_911,3,5,4,Good text 11,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,MA1102R,Southeast Asia: A Changing Region,,1420,,,14,2,1420,1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39146_911,3,4,1,Good text 6,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,PC1431,NUS Data Protection & PDPA Guidelines,,1420,,,14,2,1420,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39146_911,2,5,5,Good text 5,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,PH1102E,"Legal Analysis, Research & Communication",,1420,,,14,2,1420,15558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39151_1148,4,2,4,,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,GEK1521,Professional Communication,,1720,,,17,2,1720,1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39151_1148,4,2,5,Good text 12,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,ME2114,Law Of Torts,,1720,,,17,2,1720,1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39151_1148,4,5,1,Good text 10,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,CS2102,Mechanics Of Machines,,1720,,,17,2,1720,1773,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39151_1148,3,2,3,Good text 7,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,EE1002,Theory Of Urban Design & Planning,,1720,,,17,2,1720,1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39151_1148,3,3,4,Good text 2,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,GEK1001,Cognitive Psychology,,1720,,,17,2,1720,1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39151_1148,2,5,2,,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,SC1101E,Physics IE,,1720,,,17,2,1720,15555,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39151_1148,1,3,1,Good text 10,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,CS1010,Developmental Psychology,,1720,,,17,2,1720,1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39190_1778,2,3,3,Good text 13,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,MLE1101,Human Capital in Organizations,,1010,,,10,1,1010,1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39190_1778,5,1,5,Good text 13,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,EL1101E,General Biology,,1010,,,10,1,1010,1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39190_1778,2,3,5,Good text 6,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,CE2407,Global Environmental Issues,,1010,,,10,1,1010,1437,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39190_1778,3,4,4,Good text 3,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,CE2183,The Theatre Experience,,1010,,,10,1,1010,15559,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39190_1778,1,1,4,Good text 8,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,CM2101,Chinese Language: Its Past and Present,,1010,,,10,1,1010,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39190_1778,2,1,3,Good text 9,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,JS1101E,Software Engineering,,1010,,,10,1,1010,1383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39190_1778,1,5,4,Good text 13,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,PF2105,Real Estate Market Analysis,,1010,,,10,1,1010,1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39202_1022,2,1,2,Good text 2,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,GEK1544,Introduction to Thermodynamics and Optics,,1630,,,16,3,1630,1881,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39202_1022,4,2,2,Good text 7,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,CN1111,Physical Chemistry 1,,1630,,,16,3,1630,13540,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39202_1022,4,3,1,Good text 12,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,BMA5008,Digital Construction,,1630,,,16,3,1630,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39202_1022,3,5,5,,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,LSM3212,Engineering Electromagnetics,,1630,,,16,3,1630,1373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39202_1022,4,1,4,Good text 6,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,CM1401,Business Analytics - Data & Decisions,,1630,,,16,3,1630,1284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39202_1022,5,1,4,Good text 6,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,CFG1001,Einstein's Universe & Quantum Weirdness,,1630,,,16,3,1630,1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39202_1022,1,5,1,Good text 2,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,MA1101R,Making Sense of Society,,1630,,,16,3,1630,2086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39235_1404,3,2,3,Good text 6,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,EC2303,Science of Music,,1020,,,10,2,1020,1254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39235_1404,5,5,3,,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,EC1101E,Changing Landscapes of Singapore,,1020,,,10,2,1020,1304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39235_1404,2,1,1,Good text 5,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,FIN2004,Singapore Society,,1020,,,10,2,1020,1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39235_1404,5,4,1,Good text 12,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,LSM1303,Computer Aided Data Analysis,,1020,,,10,2,1020,1677,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39235_1404,3,4,3,Good text 5,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,PL3235,Quantitative Methods for Economic Analysis,,1020,,,10,2,1020,2062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39235_1404,5,3,1,Good text 5,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,SE1101E,Asian Business Environments,,1020,,,10,2,1020,1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39235_1404,5,2,1,Good text 4,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,LSM2101,Statics And Mechanics Of Materials,,1020,,,10,2,1020,1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39243_945,4,2,2,Good text 9,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,NCC1001,Social Work: A Heart-Head-Hand Connection,,1810,,,18,1,1810,1773,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39243_945,2,3,1,Good text 13,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,CS1010S,Law Of Contract,,1810,,,18,1,1810,1147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39243_945,3,4,3,Good text 8,,,,,,,,,,,,,,,,,,,,,,,,HR2002,HeadStart Module (A Career Development Programme),,1810,,,18,1,1810,1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39243_945,4,3,1,Good text 9,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,PR3101,Equity & Trusts (B),,1810,,,18,1,1810,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39243_945,3,3,1,Good text 12,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,CG2271,Evidence (A),,1810,,,18,1,1810,1186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39243_945,3,2,3,Good text 13,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,CM1501,Critical Thinking And Writing,,1810,,,18,1,1810,1424,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39243_945,2,3,3,Good text 1,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,DP1001,Mathematics I,,1810,,,18,1,1810,1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39249_957,1,5,1,Good text 3,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,MA1506,Mathematics II,,1810,,,18,1,1810,1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39249_957,4,2,5,Good text 4,,,,,,,,,,,,,,,,,,,,,,,,CL1101E,Separation Processes,,1810,,,18,1,1810,1483,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39249_957,2,5,5,Good text 11,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,SC2101,Immunology,,1810,,,18,1,1810,1699,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39249_957,1,4,4,Good text 12,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,GES1021,Strategies for Sustainable Architecture,,1810,,,18,1,1810,1652,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39249_957,5,5,3,Good text 8,,,,,,,,,,,,,,,,,,,,,,,,BMA5003,Comprehensive Health Assessment,,1810,,,18,1,1810,1341,,,,,,,,,,,,,,,,,,,,,,,,,,,,
